Date,Short_Sector,Group,Value
2016-07-01,Engineering and Allied Industries Growth,Aggregate Growth,-5
2016-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,-4.1
2016-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-6.4
2016-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.4
2016-08-01,Mining,Mining,104.9
2016-08-01,Manufacturing Total,Manufacturing,93.1
2016-08-01,Electric and Gas Utilities,Utilities,98
2016-08-01,Pharmaceuticals,Manufacturing,90
2016-08-01,Mining Growth,Mining Growth,14.7
2016-08-01,Wood and Paper Products Growth,Manufacturing Growth,15
2016-08-01,Chemicals Growth,Chemicals Growth,-20
2016-08-01,Engineering and Allied Industries Growth,Aggregate Growth,6.5
2016-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,9.8
2016-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,7.2
2016-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.7
2016-09-01,Mining,Mining,100.5
2016-09-01,Manufacturing Total,Manufacturing,93.7
2016-09-01,Electric and Gas Utilities,Utilities,96.9
2016-09-01,Pharmaceuticals,Manufacturing,97.1
2016-09-01,Mining Growth,Mining Growth,11.7
2016-09-01,Wood and Paper Products Growth,Manufacturing Growth,8
2016-09-01,Chemicals Growth,Chemicals Growth,-22.8
2016-09-01,Engineering and Allied Industries Growth,Aggregate Growth,-0.3
2016-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,2.4
2016-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.3
2016-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.4
2016-10-01,Mining,Mining,91.7
2016-10-01,Manufacturing Total,Manufacturing,91.2
2016-10-01,Electric and Gas Utilities,Utilities,97
2016-10-01,Pharmaceuticals,Manufacturing,86.9
2016-10-01,Mining Growth,Mining Growth,-1.6
2016-10-01,Wood and Paper Products Growth,Manufacturing Growth,4.1
2016-10-01,Chemicals Growth,Chemicals Growth,-28.2
2016-10-01,Engineering and Allied Industries Growth,Aggregate Growth,-4.7
2016-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,-3
2016-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-6.8
2016-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.3
2016-11-01,Mining,Mining,98.5
2016-11-01,Manufacturing Total,Manufacturing,92.3
2016-11-01,Electric and Gas Utilities,Utilities,100.9
2016-11-01,Pharmaceuticals,Manufacturing,95
2016-11-01,Mining Growth,Mining Growth,4.8
2016-11-01,Wood and Paper Products Growth,Manufacturing Growth,9.1
2016-11-01,Chemicals Growth,Chemicals Growth,-23
2016-11-01,Engineering and Allied Industries Growth,Aggregate Growth,1.8
2016-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.9
2016-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.9
2016-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.9
2016-12-01,Mining,Mining,99
2016-12-01,Manufacturing Total,Manufacturing,95.5
2016-12-01,Electric and Gas Utilities,Utilities,96.9
2016-12-01,Pharmaceuticals,Manufacturing,95.8
2016-12-01,Mining Growth,Mining Growth,4.7
2016-12-01,Wood and Paper Products Growth,Manufacturing Growth,5
2016-12-01,Chemicals Growth,Chemicals Growth,-23.4
2016-12-01,Engineering and Allied Industries Growth,Aggregate Growth,-0.3
2016-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,1.1
2016-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-2.2
2016-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.1
2017-01-01,Mining,Mining,97.4
2017-01-01,Manufacturing Total,Manufacturing,94
2017-01-01,Electric and Gas Utilities,Utilities,97.8
2017-01-01,Pharmaceuticals,Manufacturing,89.9
2017-01-01,Mining Growth,Mining Growth,3.2
2017-01-01,Wood and Paper Products Growth,Manufacturing Growth,8.2
2017-01-01,Chemicals Growth,Chemicals Growth,-12.4
2017-01-01,Engineering and Allied Industries Growth,Aggregate Growth,6.8
2017-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,5.2
2017-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,2.5
2017-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.2
2017-02-01,Mining,Mining,93.1
2017-02-01,Manufacturing Total,Manufacturing,93.6
2017-02-01,Electric and Gas Utilities,Utilities,94.2
2017-02-01,Pharmaceuticals,Manufacturing,81
2017-02-01,Mining Growth,Mining Growth,-4.6
2017-02-01,Wood and Paper Products Growth,Manufacturing Growth,-4.2
2017-02-01,Chemicals Growth,Chemicals Growth,-15.3
2017-02-01,Engineering and Allied Industries Growth,Aggregate Growth,4.2
2017-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,-4.6
2017-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-8.1
2017-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9
2017-03-01,Mining,Mining,93.4
2017-03-01,Manufacturing Total,Manufacturing,93.1
2017-03-01,Electric and Gas Utilities,Utilities,89.8
2017-03-01,Pharmaceuticals,Manufacturing,98.2
2017-03-01,Mining Growth,Mining Growth,-2.6
2017-03-01,Wood and Paper Products Growth,Manufacturing Growth,7.2
2017-03-01,Chemicals Growth,Chemicals Growth,-4.6
2017-03-01,Engineering and Allied Industries Growth,Aggregate Growth,6.4
2017-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,0.9
2017-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-2.3
2017-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.2
2017-04-01,Mining,Mining,91.5
2017-04-01,Manufacturing Total,Manufacturing,93.7
2017-04-01,Electric and Gas Utilities,Utilities,92.8
2017-04-01,Pharmaceuticals,Manufacturing,81.8
2017-04-01,Mining Growth,Mining Growth,-8.5
2017-04-01,Wood and Paper Products Growth,Manufacturing Growth,-5.4
2017-04-01,Chemicals Growth,Chemicals Growth,-10.8
2017-04-01,Engineering and Allied Industries Growth,Aggregate Growth,-5.2
2017-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,-8.3
2017-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-9.4
2017-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-3.5
2017-05-01,Mining,Mining,91.8
2017-05-01,Manufacturing Total,Manufacturing,94.3
2017-05-01,Electric and Gas Utilities,Utilities,95.9
2017-05-01,Pharmaceuticals,Manufacturing,94.9
2017-05-01,Mining Growth,Mining Growth,-9.4
2017-05-01,Wood and Paper Products Growth,Manufacturing Growth,3.9
2017-05-01,Chemicals Growth,Chemicals Growth,-2.1
2017-05-01,Engineering and Allied Industries Growth,Aggregate Growth,6.7
2017-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,1.6
2017-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-1.1
2017-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-2
2017-06-01,Mining,Mining,92.2
2017-06-01,Manufacturing Total,Manufacturing,94.5
2017-06-01,Electric and Gas Utilities,Utilities,94.5
2017-06-01,Pharmaceuticals,Manufacturing,98.6
2017-06-01,Mining Growth,Mining Growth,-5.7
2017-06-01,Wood and Paper Products Growth,Manufacturing Growth,-1.3
2017-06-01,Chemicals Growth,Chemicals Growth,-1.9
2017-06-01,Engineering and Allied Industries Growth,Aggregate Growth,3
2017-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,2.3
2017-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.7
2017-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.1
2017-07-01,Mining,Mining,92.2
2017-07-01,Manufacturing Total,Manufacturing,94.7
2017-07-01,Electric and Gas Utilities,Utilities,94.2
2017-07-01,Pharmaceuticals,Manufacturing,83
2017-07-01,Mining Growth,Mining Growth,-15.3
2017-07-01,Wood and Paper Products Growth,Manufacturing Growth,-0.7
2017-07-01,Chemicals Growth,Chemicals Growth,-3.1
2017-07-01,Engineering and Allied Industries Growth,Aggregate Growth,7.5
2017-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,0
2017-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-0.7
2017-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.4
2017-08-01,Mining,Mining,89.7
2017-08-01,Manufacturing Total,Manufacturing,95
2017-08-01,Electric and Gas Utilities,Utilities,94.1
2017-08-01,Pharmaceuticals,Manufacturing,94
2017-08-01,Mining Growth,Mining Growth,-13.5
2017-08-01,Wood and Paper Products Growth,Manufacturing Growth,1
2017-08-01,Chemicals Growth,Chemicals Growth,0.1
2017-08-01,Engineering and Allied Industries Growth,Aggregate Growth,4.8
2017-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,1
2017-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,0.2
2017-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.2
2017-09-01,Mining,Mining,92.5
2017-09-01,Manufacturing Total,Manufacturing,97
2017-09-01,Electric and Gas Utilities,Utilities,94.2
2017-09-01,Pharmaceuticals,Manufacturing,96.2
2017-09-01,Mining Growth,Mining Growth,-7.7
2017-09-01,Wood and Paper Products Growth,Manufacturing Growth,-1.8
2017-09-01,Chemicals Growth,Chemicals Growth,-0.7
2017-09-01,Engineering and Allied Industries Growth,Aggregate Growth,5.6
2017-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,-0.6
2017-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-2.6
2017-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.8
2017-10-01,Mining,Mining,96
2017-10-01,Manufacturing Total,Manufacturing,97.9
2017-10-01,Electric and Gas Utilities,Utilities,91.7
2017-10-01,Pharmaceuticals,Manufacturing,99.3
2017-10-01,Mining Growth,Mining Growth,4.4
2017-10-01,Wood and Paper Products Growth,Manufacturing Growth,4.7
2017-10-01,Chemicals Growth,Chemicals Growth,5.5
2017-10-01,Engineering and Allied Industries Growth,Aggregate Growth,15.7
2017-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,6.8
2017-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,7.5
2017-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.4
2017-11-01,Mining,Mining,96.3
2017-11-01,Manufacturing Total,Manufacturing,98.1
2017-11-01,Electric and Gas Utilities,Utilities,93.5
2017-11-01,Pharmaceuticals,Manufacturing,101.1
2017-11-01,Mining Growth,Mining Growth,-2.6
2017-11-01,Wood and Paper Products Growth,Manufacturing Growth,1.4
2017-11-01,Chemicals Growth,Chemicals Growth,4.6
2017-11-01,Engineering and Allied Industries Growth,Aggregate Growth,9.5
2017-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.4
2017-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.1
2017-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,3.1
2017-12-01,Mining,Mining,76.2
2017-12-01,Manufacturing Total,Manufacturing,99.4
2017-12-01,Electric and Gas Utilities,Utilities,95
2017-12-01,Pharmaceuticals,Manufacturing,84.7
2017-12-01,Mining Growth,Mining Growth,-22.6
2017-12-01,Wood and Paper Products Growth,Manufacturing Growth,-2.5
2017-12-01,Chemicals Growth,Chemicals Growth,0.4
2017-12-01,Engineering and Allied Industries Growth,Aggregate Growth,6.5
2017-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,-2.5
2017-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-2.3
2017-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,3.8
2018-01-01,Mining,Mining,97.2
2018-01-01,Manufacturing Total,Manufacturing,100.1
2018-01-01,Electric and Gas Utilities,Utilities,90.7
2018-01-01,Pharmaceuticals,Manufacturing,95.1
2018-01-01,Mining Growth,Mining Growth,0.9
2018-01-01,Wood and Paper Products Growth,Manufacturing Growth,5.3
2018-01-01,Chemicals Growth,Chemicals Growth,3.4
2018-01-01,Engineering and Allied Industries Growth,Aggregate Growth,15.6
2018-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,7.8
2018-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,7
2018-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,3.2
2018-02-01,Mining,Mining,96.6
2018-02-01,Manufacturing Total,Manufacturing,100.4
2018-02-01,Electric and Gas Utilities,Utilities,95.8
2018-02-01,Pharmaceuticals,Manufacturing,90.6
2018-02-01,Mining Growth,Mining Growth,3.8
2018-02-01,Wood and Paper Products Growth,Manufacturing Growth,4.8
2018-02-01,Chemicals Growth,Chemicals Growth,6.9
2018-02-01,Engineering and Allied Industries Growth,Aggregate Growth,9.6
2018-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,8.7
2018-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,10
2018-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.8
2018-03-01,Mining,Mining,91.3
2018-03-01,Manufacturing Total,Manufacturing,100.3
2018-03-01,Electric and Gas Utilities,Utilities,96.2
2018-03-01,Pharmaceuticals,Manufacturing,95.5
2018-03-01,Mining Growth,Mining Growth,-3.3
2018-03-01,Wood and Paper Products Growth,Manufacturing Growth,-4.4
2018-03-01,Chemicals Growth,Chemicals Growth,-1.5
2018-03-01,Engineering and Allied Industries Growth,Aggregate Growth,4.1
2018-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.2
2018-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,4
2018-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.1
2018-04-01,Mining,Mining,100.8
2018-04-01,Manufacturing Total,Manufacturing,99.6
2018-04-01,Electric and Gas Utilities,Utilities,89.9
2018-04-01,Pharmaceuticals,Manufacturing,91.2
2018-04-01,Mining Growth,Mining Growth,10.3
2018-04-01,Wood and Paper Products Growth,Manufacturing Growth,8.5
2018-04-01,Chemicals Growth,Chemicals Growth,8
2018-04-01,Engineering and Allied Industries Growth,Aggregate Growth,13.9
2018-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,13.1
2018-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,13.5
2018-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.1
2018-05-01,Mining,Mining,98.7
2018-05-01,Manufacturing Total,Manufacturing,99.8
2018-05-01,Electric and Gas Utilities,Utilities,84.2
2018-05-01,Pharmaceuticals,Manufacturing,95.3
2018-05-01,Mining Growth,Mining Growth,6.2
2018-05-01,Wood and Paper Products Growth,Manufacturing Growth,5.5
2018-05-01,Chemicals Growth,Chemicals Growth,6
2018-05-01,Engineering and Allied Industries Growth,Aggregate Growth,4.5
2018-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,8.9
2018-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,10.3
2018-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.1
2018-06-01,Mining,Mining,103.7
2018-06-01,Manufacturing Total,Manufacturing,101.7
2018-06-01,Electric and Gas Utilities,Utilities,85.7
2018-06-01,Pharmaceuticals,Manufacturing,104.5
2018-06-01,Mining Growth,Mining Growth,12.1
2018-06-01,Wood and Paper Products Growth,Manufacturing Growth,3.4
2018-06-01,Chemicals Growth,Chemicals Growth,4.6
2018-06-01,Engineering and Allied Industries Growth,Aggregate Growth,1.6
2018-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,6
2018-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,9.1
2018-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,3.6
2018-07-01,Mining,Mining,95
2018-07-01,Manufacturing Total,Manufacturing,100.3
2018-07-01,Electric and Gas Utilities,Utilities,87.7
2018-07-01,Pharmaceuticals,Manufacturing,85.5
2018-07-01,Mining Growth,Mining Growth,3.9
2018-07-01,Wood and Paper Products Growth,Manufacturing Growth,11.3
2018-07-01,Chemicals Growth,Chemicals Growth,13.5
2018-07-01,Engineering and Allied Industries Growth,Aggregate Growth,3.3
2018-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,13
2018-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,15.4
2018-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,3.5
2018-08-01,Mining,Mining,102.4
2018-08-01,Manufacturing Total,Manufacturing,99.7
2018-08-01,Electric and Gas Utilities,Utilities,87.7
2018-08-01,Pharmaceuticals,Manufacturing,91.2
2018-08-01,Mining Growth,Mining Growth,15
2018-08-01,Wood and Paper Products Growth,Manufacturing Growth,2.7
2018-08-01,Chemicals Growth,Chemicals Growth,7.5
2018-08-01,Engineering and Allied Industries Growth,Aggregate Growth,3.3
2018-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,6.7
2018-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,8.4
2018-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.7
2018-09-01,Mining,Mining,98.5
2018-09-01,Manufacturing Total,Manufacturing,99.6
2018-09-01,Electric and Gas Utilities,Utilities,86.8
2018-09-01,Pharmaceuticals,Manufacturing,94.3
2018-09-01,Mining Growth,Mining Growth,6.4
2018-09-01,Wood and Paper Products Growth,Manufacturing Growth,1.2
2018-09-01,Chemicals Growth,Chemicals Growth,8.4
2018-09-01,Engineering and Allied Industries Growth,Aggregate Growth,-5.1
2018-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,1.1
2018-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.3
2018-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0
2018-10-01,Mining,Mining,100.3
2018-10-01,Manufacturing Total,Manufacturing,98.2
2018-10-01,Electric and Gas Utilities,Utilities,88.7
2018-10-01,Pharmaceuticals,Manufacturing,101.5
2018-10-01,Mining Growth,Mining Growth,5.2
2018-10-01,Wood and Paper Products Growth,Manufacturing Growth,6.2
2018-10-01,Chemicals Growth,Chemicals Growth,17.7
2018-10-01,Engineering and Allied Industries Growth,Aggregate Growth,-1.8
2018-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,8.1
2018-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,10.1
2018-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.9
2018-11-01,Mining,Mining,97.5
2018-11-01,Manufacturing Total,Manufacturing,97.3
2018-11-01,Electric and Gas Utilities,Utilities,87.7
2018-11-01,Pharmaceuticals,Manufacturing,100.4
2018-11-01,Mining Growth,Mining Growth,1.4
2018-11-01,Wood and Paper Products Growth,Manufacturing Growth,4.7
2018-11-01,Chemicals Growth,Chemicals Growth,15.9
2018-11-01,Engineering and Allied Industries Growth,Aggregate Growth,-3.4
2018-11-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.1
2018-11-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.7
2018-11-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.6
2018-12-01,Mining,Mining,97
2018-12-01,Manufacturing Total,Manufacturing,97
2018-12-01,Electric and Gas Utilities,Utilities,86.8
2018-12-01,Pharmaceuticals,Manufacturing,90
2018-12-01,Mining Growth,Mining Growth,27.3
2018-12-01,Wood and Paper Products Growth,Manufacturing Growth,0.3
2018-12-01,Chemicals Growth,Chemicals Growth,20
2018-12-01,Engineering and Allied Industries Growth,Aggregate Growth,-8.1
2018-12-01,MIG Consumer Goods Growth,Consumer Goods Growth,3.4
2018-12-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,6.3
2018-12-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.5
2019-01-01,Mining,Mining,95.5
2019-01-01,Manufacturing Total,Manufacturing,98.2
2019-01-01,Electric and Gas Utilities,Utilities,92.2
2019-01-01,Pharmaceuticals,Manufacturing,107.1
2019-01-01,Mining Growth,Mining Growth,-1
2019-01-01,Wood and Paper Products Growth,Manufacturing Growth,4.3
2019-01-01,Chemicals Growth,Chemicals Growth,23.1
2019-01-01,Engineering and Allied Industries Growth,Aggregate Growth,-10.2
2019-01-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.5
2019-01-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,8.8
2019-01-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.8
2019-02-01,Mining,Mining,98.6
2019-02-01,Manufacturing Total,Manufacturing,99.4
2019-02-01,Electric and Gas Utilities,Utilities,87.8
2019-02-01,Pharmaceuticals,Manufacturing,97.3
2019-02-01,Mining Growth,Mining Growth,2.3
2019-02-01,Wood and Paper Products Growth,Manufacturing Growth,4.6
2019-02-01,Chemicals Growth,Chemicals Growth,22.5
2019-02-01,Engineering and Allied Industries Growth,Aggregate Growth,-7.5
2019-02-01,MIG Consumer Goods Growth,Consumer Goods Growth,3
2019-02-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.6
2019-02-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,2.2
2019-03-01,Mining,Mining,98.7
2019-03-01,Manufacturing Total,Manufacturing,100.6
2019-03-01,Electric and Gas Utilities,Utilities,89.2
2019-03-01,Pharmaceuticals,Manufacturing,116.2
2019-03-01,Mining Growth,Mining Growth,8
2019-03-01,Wood and Paper Products Growth,Manufacturing Growth,7.8
2019-03-01,Chemicals Growth,Chemicals Growth,25.2
2019-03-01,Engineering and Allied Industries Growth,Aggregate Growth,-5.9
2019-03-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.6
2019-03-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,8
2019-03-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,3.3
2019-04-01,Mining,Mining,98.5
2019-04-01,Manufacturing Total,Manufacturing,97.6
2019-04-01,Electric and Gas Utilities,Utilities,93.6
2019-04-01,Pharmaceuticals,Manufacturing,96.8
2019-04-01,Mining Growth,Mining Growth,-3
2019-04-01,Wood and Paper Products Growth,Manufacturing Growth,5.4
2019-04-01,Chemicals Growth,Chemicals Growth,17.8
2019-04-01,Engineering and Allied Industries Growth,Aggregate Growth,-10.4
2019-04-01,MIG Consumer Goods Growth,Consumer Goods Growth,3
2019-04-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.6
2019-04-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,1.6
2019-05-01,Mining,Mining,100.5
2019-05-01,Manufacturing Total,Manufacturing,98.6
2019-05-01,Electric and Gas Utilities,Utilities,96.7
2019-05-01,Pharmaceuticals,Manufacturing,96.3
2019-05-01,Mining Growth,Mining Growth,0.4
2019-05-01,Wood and Paper Products Growth,Manufacturing Growth,-0.9
2019-05-01,Chemicals Growth,Chemicals Growth,18.6
2019-05-01,Engineering and Allied Industries Growth,Aggregate Growth,-3.6
2019-05-01,MIG Consumer Goods Growth,Consumer Goods Growth,-1
2019-05-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-1
2019-05-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.5
2019-06-01,Mining,Mining,95.2
2019-06-01,Manufacturing Total,Manufacturing,99.5
2019-06-01,Electric and Gas Utilities,Utilities,98.6
2019-06-01,Pharmaceuticals,Manufacturing,103.3
2019-06-01,Mining Growth,Mining Growth,-8.7
2019-06-01,Wood and Paper Products Growth,Manufacturing Growth,-3.4
2019-06-01,Chemicals Growth,Chemicals Growth,11.3
2019-06-01,Engineering and Allied Industries Growth,Aggregate Growth,-5.3
2019-06-01,MIG Consumer Goods Growth,Consumer Goods Growth,-6
2019-06-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-5.7
2019-06-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-3.7
2019-07-01,Mining,Mining,98.4
2019-07-01,Manufacturing Total,Manufacturing,100.2
2019-07-01,Electric and Gas Utilities,Utilities,100.4
2019-07-01,Pharmaceuticals,Manufacturing,107.4
2019-07-01,Mining Growth,Mining Growth,4.8
2019-07-01,Wood and Paper Products Growth,Manufacturing Growth,-0.8
2019-07-01,Chemicals Growth,Chemicals Growth,14.8
2019-07-01,Engineering and Allied Industries Growth,Aggregate Growth,1.5
2019-07-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.5
2019-07-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,5.2
2019-07-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-3.2
2019-08-01,Mining,Mining,99.5
2019-08-01,Manufacturing Total,Manufacturing,99.3
2019-08-01,Electric and Gas Utilities,Utilities,99.3
2019-08-01,Pharmaceuticals,Manufacturing,90.3
2019-08-01,Mining Growth,Mining Growth,-3.9
2019-08-01,Wood and Paper Products Growth,Manufacturing Growth,-0.2
2019-08-01,Chemicals Growth,Chemicals Growth,11
2019-08-01,Engineering and Allied Industries Growth,Aggregate Growth,-4.4
2019-08-01,MIG Consumer Goods Growth,Consumer Goods Growth,-2.9
2019-08-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,-3
2019-08-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.4
2019-09-01,Mining,Mining,103.8
2019-09-01,Manufacturing Total,Manufacturing,100.8
2019-09-01,Electric and Gas Utilities,Utilities,103.1
2019-09-01,Pharmaceuticals,Manufacturing,95.8
2019-09-01,Mining Growth,Mining Growth,6
2019-09-01,Wood and Paper Products Growth,Manufacturing Growth,3.8
2019-09-01,Chemicals Growth,Chemicals Growth,12.5
2019-09-01,Engineering and Allied Industries Growth,Aggregate Growth,3.5
2019-09-01,MIG Consumer Goods Growth,Consumer Goods Growth,4.7
2019-09-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,3.1
2019-09-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.9
2019-10-01,Mining,Mining,100.4
2019-10-01,Manufacturing Total,Manufacturing,101.8
2019-10-01,Electric and Gas Utilities,Utilities,112.1
2019-10-01,Pharmaceuticals,Manufacturing,102.4
2019-10-01,Mining Growth,Mining Growth,0.7
2019-10-01,Wood and Paper Products Growth,Manufacturing Growth,3.2
2019-10-01,Chemicals Growth,Chemicals Growth,11
2019-10-01,Engineering and Allied Industries Growth,Aggregate Growth,5.7
2019-10-01,MIG Consumer Goods Growth,Consumer Goods Growth,3
2019-10-01,MIG Consumer Non-Durables Growth,Consumer Goods Growth,1.6
2019-10-01,MIG Consumer Non-Durables 3mo3m Growth,Consumer Goods 3mo3m Growth,0.6
2019-11-01,Mining,Mining,105.8
2019-11-01,Manufacturing Total,Manufacturing,101
2019-11-01,Electric and Gas Utilities,Utilities,115.7
2019-11-01,Pharmaceuticals,Manufacturing,99.9
2019-11-01,Mining Growth,Mining Growth,8.3
