Date,Short_Sector,Group,Value,Region
1991-09-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,2.2377257788574134,US
1991-09-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,6.534325389878792,US
1991-10-01,Total Index,Total,62.1718,US
1991-10-01,Total Index Growth,Total Growth,-0.10460032553035736,US
1991-10-01,Total Index 3mo3my Growth,Total 3mo3my Growth,-0.952020122739361,US
1991-10-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.9805229962317696,US
1991-10-01,Final Products,Products,70.8484,US
1991-10-01,Final Products Growth,Products Growth,-0.34447690569997524,US
1991-10-01,Final Products 3mo3my Growth,Products 3mo3my Growth,-1.129243804878588,US
1991-10-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.9022305500654636,US
1991-10-01,Consumer Goods,Consumer Goods,81.1423,US
1991-10-01,Consumer Goods Growth,Consumer Goods Growth,-0.23152417417305893,US
1991-10-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,0.6536452013681249,US
1991-10-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.1202277796485305,US
1991-10-01,Durable Consumer Goods,Consumer Goods,58.2877,US
1991-10-01,Durable Consumer Goods Growth,Consumer Goods Growth,-0.42384318656275566,US
1991-10-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,-4.399209324578013,US
1991-10-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,3.126018689962473,US
1991-10-01,Automotive Products,Consumer Goods,47.3566,US
1991-10-01,Automotive Products Growth,Consumer Goods Growth,-0.9135190780278356,US
1991-10-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,-6.546114525207347,US
1991-10-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,4.727721092282966,US
1991-10-01,Manufacturing Total,Manufacturing,53.2172,US
1991-10-01,Manufacturing Total Growth,Manufacturing Growth,0.1976946916151023,US
1991-10-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,-0.7343183280865695,US
1991-10-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,1.0788283196720316,US
1991-10-01,Durable Manufacturing,Manufacturing,33.2984,US
1991-10-01,Durable Manufacturing Growth,Manufacturing Growth,-0.27612561619138054,US
1991-10-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-2.1118446769767596,US
1991-10-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,2.420391591058335,US
1991-10-01,Nondurable Manufacturing,Manufacturing,100.4646,US
1991-10-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.7176026177758477,US
1991-10-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,0.10290455543997544,US
1991-10-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.3841269669337295,US
1991-10-01,Mining,Mining,84.5935,US
1991-10-01,Mining Growth,Mining Growth,-0.1521439430422045,US
1991-10-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-2.57795397993249,US
1991-10-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.7547144739783462,US
1991-10-01,Electric and Gas Utilities,Utilities,74.6676,US
1991-10-01,Electric and Gas Utilities Growth,Utilities Growth,-0.11063500748492716,US
1991-10-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,2.712402287849569,US
1991-10-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-1.257101047063247,US
1991-10-01,Electric Power,Utilities,72.5821,US
1991-10-01,Electric Power Growth,Utilities Growth,-0.11532231762078073,US
1991-10-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,2.960912614381006,US
1991-10-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-1.9433841753451864,US
1991-10-01,Natural Gas,Utilities,89.0056,US
1991-10-01,Natural Gas Growth,Utilities Growth,-0.10393027019626189,US
1991-10-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,1.68372654682043,US
1991-10-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,3.749445692763675,US
1991-11-01,Total Index,Total,62.0894,US
1991-11-01,Total Index Growth,Total Growth,-0.13253597290089347,US
1991-11-01,Total Index 3mo3my Growth,Total 3mo3my Growth,-0.9368337071036126,US
1991-11-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.8095658171549891,US
1991-11-01,Final Products,Products,70.9334,US
1991-11-01,Final Products Growth,Products Growth,0.11997448072222916,US
1991-11-01,Final Products 3mo3my Growth,Products 3mo3my Growth,-0.9663078582122008,US
1991-11-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.8796368476946759,US
1991-11-01,Consumer Goods,Consumer Goods,81.2636,US
1991-11-01,Consumer Goods Growth,Consumer Goods Growth,0.14949046305070546,US
1991-11-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,0.9225766060311223,US
1991-11-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.254419610754387,US
1991-11-01,Durable Consumer Goods,Consumer Goods,58.4604,US
1991-11-01,Durable Consumer Goods Growth,Consumer Goods Growth,0.2962889254508161,US
1991-11-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,-2.608097994253755,US
1991-11-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,3.5002598077422675,US
1991-11-01,Automotive Products,Consumer Goods,47.0352,US
1991-11-01,Automotive Products Growth,Consumer Goods Growth,-0.6786804795952395,US
1991-11-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,-3.4374331478167486,US
1991-11-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,6.298594497607657,US
1991-11-01,Manufacturing Total,Manufacturing,52.9781,US
1991-11-01,Manufacturing Total Growth,Manufacturing Growth,-0.44929083078403265,US
1991-11-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,-0.9017331116323968,US
1991-11-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,0.7215190593698129,US
1991-11-01,Durable Manufacturing,Manufacturing,33.3427,US
1991-11-01,Durable Manufacturing Growth,Manufacturing Growth,0.13303942531772694,US
1991-11-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-2.0415897528803018,US
1991-11-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.7381540580150734,US
1991-11-01,Nondurable Manufacturing,Manufacturing,99.4708,US
1991-11-01,Nondurable Manufacturing Growth,Manufacturing Growth,-0.9892041574843358,US
1991-11-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,0.10983600095404444,US
1991-11-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.0283727034386292,US
1991-11-01,Mining,Mining,83.8912,US
1991-11-01,Mining Growth,Mining Growth,-0.8302056304562488,US
1991-11-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-2.84038104534986,US
1991-11-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.7141168254660379,US
1991-11-01,Electric and Gas Utilities,Utilities,75.3854,US
1991-11-01,Electric and Gas Utilities Growth,Utilities Growth,0.9613272691234354,US
1991-11-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,2.382638564077233,US
1991-11-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-0.6603690625225034,US
1991-11-01,Electric Power,Utilities,72.7223,US
1991-11-01,Electric Power Growth,Utilities Growth,0.19316057264808784,US
1991-11-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,2.2405456824219794,US
1991-11-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-1.4696582384623902,US
1991-11-01,Natural Gas,Utilities,94.3258,US
1991-11-01,Natural Gas Growth,Utilities Growth,5.977376704387138,US
1991-11-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,3.916152895775849,US
1991-11-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,5.0035459899479,US
1991-12-01,Total Index,Total,61.806,US
1991-12-01,Total Index Growth,Total Growth,-0.4564386191523884,US
1991-12-01,Total Index 3mo3my Growth,Total 3mo3my Growth,-1.2370632778089918,US
1991-12-01,Total Index 3mo3m Growth,Total 3mo3m Growth,0.2053467710795509,US
1991-12-01,Final Products,Products,70.3856,US
1991-12-01,Final Products Growth,Products Growth,-0.772273710269078,US
1991-12-01,Final Products 3mo3my Growth,Products 3mo3my Growth,-1.328227532445303,US
1991-12-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.21619226705249517,US
1991-12-01,Consumer Goods,Consumer Goods,80.2263,US
1991-12-01,Consumer Goods Growth,Consumer Goods Growth,-1.2764632627646375,US
1991-12-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,0.41784170851566493,US
1991-12-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.39523827257039734,US
1991-12-01,Durable Consumer Goods,Consumer Goods,57.9485,US
1991-12-01,Durable Consumer Goods Growth,Consumer Goods Growth,-0.8756354729013149,US
1991-12-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,-2.0123476941043106,US
1991-12-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,1.6779220748985637,US
1991-12-01,Automotive Products,Consumer Goods,46.4141,US
1991-12-01,Automotive Products Growth,Consumer Goods Growth,-1.3205003911963886,US
1991-12-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,-3.0496092539677,US
1991-12-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,2.7116040283437393,US
1991-12-01,Manufacturing Total,Manufacturing,52.948,US
1991-12-01,Manufacturing Total Growth,Manufacturing Growth,-0.05681592960109505,US
1991-12-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,-1.1211095281262295,US
1991-12-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,0.1927130420329659,US
1991-12-01,Durable Manufacturing,Manufacturing,33.3224,US
1991-12-01,Durable Manufacturing Growth,Manufacturing Growth,-0.06088289190736562,US
1991-12-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-2.1093348348716012,US
1991-12-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.7344205202413745,US
1991-12-01,Nondurable Manufacturing,Manufacturing,100.0876,US
1991-12-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.6200814711452951,US
1991-12-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,0.13139569461331213,US
1991-12-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.5479779843619914,US
1991-12-01,Mining,Mining,84.3445,US
1991-12-01,Mining Growth,Mining Growth,0.5403427296307495,US
1991-12-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-3.2387545265484596,US
1991-12-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.5020367572604711,US
1991-12-01,Electric and Gas Utilities,Utilities,73.3933,US
1991-12-01,Electric and Gas Utilities Growth,Utilities Growth,-2.6425541285182597,US
1991-12-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,1.1514113899868894,US
1991-12-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-0.7090676407070617,US
1991-12-01,Electric Power,Utilities,71.3061,US
1991-12-01,Electric Power Growth,Utilities Growth,-1.9474081540325372,US
1991-12-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,0.8090394239177456,US
1991-12-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-1.1798084459339164,US
1991-12-01,Natural Gas,Utilities,87.8138,US
1991-12-01,Natural Gas Growth,Utilities Growth,-6.903731534744473,US
1991-12-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,3.822886469013586,US
1991-12-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,2.4227962466092823,US
1992-01-01,Total Index,Total,61.4823,US
1992-01-01,Total Index Growth,Total Growth,-0.5237355596543924,US
1992-01-01,Total Index 3mo3my Growth,Total 3mo3my Growth,-1.5266271309247847,US
1992-01-01,Total Index 3mo3m Growth,Total 3mo3m Growth,-0.4082463725759822,US
1992-01-01,Final Products,Products,69.7698,US
1992-01-01,Final Products Growth,Products Growth,-0.8748948648587107,US
1992-01-01,Final Products 3mo3my Growth,Products 3mo3my Growth,-1.71296708024532,US
1992-01-01,Final Products 3mo3m Growth,Products 3mo3m Growth,-0.5595998053483986,US
1992-01-01,Consumer Goods,Consumer Goods,79.4671,US
1992-01-01,Consumer Goods Growth,Consumer Goods Growth,-0.9463230885632168,US
1992-01-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,-0.1522432045827138,US
1992-01-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.6932927573120917,US
1992-01-01,Durable Consumer Goods,Consumer Goods,55.4474,US
1992-01-01,Durable Consumer Goods Growth,Consumer Goods Growth,-4.3160737551446555,US
1992-01-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,-2.617473813645521,US
1992-01-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.6879641807880699,US
1992-01-01,Automotive Products,Consumer Goods,42.5616,US
1992-01-01,Automotive Products Growth,Consumer Goods Growth,-8.300279440945745,US
1992-01-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,-4.9832301855263434,US
1992-01-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.06031305064156,US
1992-01-01,Manufacturing Total,Manufacturing,52.9044,US
1992-01-01,Manufacturing Total Growth,Manufacturing Growth,-0.08234494220744626,US
1992-01-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,-1.287920409091703,US
1992-01-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,-0.2166165227896588,US
1992-01-01,Durable Manufacturing,Manufacturing,33.1486,US
1992-01-01,Durable Manufacturing Growth,Manufacturing Growth,-0.521571075312699,US
1992-01-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-1.9701491950968264,US
1992-01-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.14819497120381886,US
1992-01-01,Nondurable Manufacturing,Manufacturing,100.1544,US
1992-01-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.0667415344158595,US
1992-01-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,0.1515742874404591,US
1992-01-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.06530509767053161,US
1992-01-01,Mining,Mining,84.1434,US
1992-01-01,Mining Growth,Mining Growth,-0.2384269276597739,US
1992-01-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-3.7717065388803706,US
1992-01-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.6148684435920981,US
1992-01-01,Electric and Gas Utilities,Utilities,73.0414,US
1992-01-01,Electric and Gas Utilities Growth,Utilities Growth,-0.4794715593930299,US
1992-01-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,0.21437064933749195,US
1992-01-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-1.1030160846852266,US
1992-01-01,Electric Power,Utilities,71.1725,US
1992-01-01,Electric Power Growth,Utilities Growth,-0.18736124959856104,US
1992-01-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,-0.21676796415239785,US
1992-01-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-1.4244835456988736,US
1992-01-01,Natural Gas,Utilities,85.7544,US
1992-01-01,Natural Gas Growth,Utilities Growth,-2.345189480468901,US
1992-01-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,3.3721929904443337,US
1992-01-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,1.061985695579715,US
1992-02-01,Total Index,Total,61.9192,US
1992-02-01,Total Index Growth,Total Growth,0.7106110213833894,US
1992-02-01,Total Index 3mo3my Growth,Total 3mo3my Growth,-1.0108033887996193,US
1992-02-01,Total Index 3mo3m Growth,Total 3mo3m Growth,-0.6920177739076272,US
1992-02-01,Final Products,Products,70.4258,US
1992-02-01,Final Products Growth,Products Growth,0.9402348867274756,US
1992-02-01,Final Products 3mo3my Growth,Products 3mo3my Growth,-1.3693368954702525,US
1992-02-01,Final Products 3mo3m Growth,Products 3mo3m Growth,-1.0775802336675189,US
1992-02-01,Consumer Goods,Consumer Goods,80.2867,US
1992-02-01,Consumer Goods Growth,Consumer Goods Growth,1.03137021484363,US
1992-02-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,0.05198965710171421,US
1992-02-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.54117253673538,US
1992-02-01,Durable Consumer Goods,Consumer Goods,57.8121,US
1992-02-01,Durable Consumer Goods Growth,Consumer Goods Growth,4.26476263990736,US
1992-02-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,-0.2253566106645399,US
1992-02-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.325313391589301,US
1992-02-01,Automotive Products,Consumer Goods,46.1627,US
1992-02-01,Automotive Products Growth,Consumer Goods Growth,8.460913123566783,US
1992-02-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,-0.484695493112508,US
1992-02-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,-4.955937686816481,US
1992-02-01,Manufacturing Total,Manufacturing,53.1287,US
1992-02-01,Manufacturing Total Growth,Manufacturing Growth,0.4239722972002369,US
1992-02-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,-0.5563252757700865,US
1992-02-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,-0.20488677557554125,US
1992-02-01,Durable Manufacturing,Manufacturing,33.7536,US
1992-02-01,Durable Manufacturing Growth,Manufacturing Growth,1.8251147861447992,US
1992-02-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,-0.4214655316307714,US
1992-02-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.19283887007819356,US
1992-02-01,Nondurable Manufacturing,Manufacturing,99.689,US
1992-02-01,Nondurable Manufacturing Growth,Manufacturing Growth,-0.4646825301734103,US
1992-02-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,0.364406609512713,US
1992-02-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.08235335730075732,US
1992-02-01,Mining,Mining,83.082,US
1992-02-01,Mining Growth,Mining Growth,-1.2614180078294956,US
1992-02-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-4.3448090203447425,US
1992-02-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.6465853445657865,US
1992-02-01,Electric and Gas Utilities,Utilities,73.5141,US
1992-02-01,Electric and Gas Utilities Growth,Utilities Growth,0.6471672229721781,US
1992-02-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,0.17662517478058692,US
1992-02-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-2.159443388953808,US
1992-02-01,Electric Power,Utilities,71.7526,US
1992-02-01,Electric Power Growth,Utilities Growth,0.8150619972601802,US
1992-02-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,-0.05961961009335326,US
1992-02-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-1.7154171921587411,US
1992-02-01,Natural Gas,Utilities,85.3782,US
1992-02-01,Natural Gas Growth,Utilities Growth,-0.4386946908846667,US
1992-02-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,1.9218408611698656,US
1992-02-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,-4.949241932594683,US
1992-03-01,Total Index,Total,62.4403,US
1992-03-01,Total Index Growth,Total Growth,0.8415806405767556,US
1992-03-01,Total Index 3mo3my Growth,Total 3mo3my Growth,0.18247653815324227,US
1992-03-01,Total Index 3mo3m Growth,Total 3mo3m Growth,-0.12113902933992282,US
1992-03-01,Final Products,Products,71.0155,US
1992-03-01,Final Products Growth,Products Growth,0.837335181141019,US
1992-03-01,Final Products 3mo3my Growth,Products 3mo3my Growth,-0.18232781293110456,US
1992-03-01,Final Products 3mo3m Growth,Products 3mo3m Growth,-0.4507289998369357,US
1992-03-01,Consumer Goods,Consumer Goods,81.0021,US
1992-03-01,Consumer Goods Growth,Consumer Goods Growth,0.8910566756386906,US
1992-03-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,1.480418658113991,US
1992-03-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-0.773310385018966,US
1992-03-01,Durable Consumer Goods,Consumer Goods,58.9931,US
1992-03-01,Durable Consumer Goods Growth,Consumer Goods Growth,2.042824944950961,US
1992-03-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,4.024494454626981,US
1992-03-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,-1.3989968894643656,US
1992-03-01,Automotive Products,Consumer Goods,47.9815,US
1992-03-01,Automotive Products Growth,Consumer Goods Growth,3.9399775143134974,US
1992-03-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,8.164276129228277,US
1992-03-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,-2.9118808231757387,US
1992-03-01,Manufacturing Total,Manufacturing,53.5789,US
1992-03-01,Manufacturing Total Growth,Manufacturing Growth,0.8473762768522297,US
1992-03-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,0.646967575952484,US
1992-03-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,0.2945144407587419,US
1992-03-01,Durable Manufacturing,Manufacturing,34.1766,US
1992-03-01,Durable Manufacturing Growth,Manufacturing Growth,1.2531996587030747,US
1992-03-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,1.9327929392450205,US
1992-03-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,1.1157072331401174,US
1992-03-01,Nondurable Manufacturing,Manufacturing,101.0926,US
1992-03-01,Nondurable Manufacturing Growth,Manufacturing Growth,1.4079788141118987,US
1992-03-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,0.9376790263915912,US
1992-03-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.30431000289976584,US
1992-03-01,Mining,Mining,83.3646,US
1992-03-01,Mining Growth,Mining Growth,0.3401458799739965,US
1992-03-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-4.306274910097407,US
1992-03-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.885657194659506,US
1992-03-01,Electric and Gas Utilities,Utilities,73.2458,US
1992-03-01,Electric and Gas Utilities Growth,Utilities Growth,-0.3649640001033738,US
1992-03-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,1.1068791830539215,US
1992-03-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-1.6312644246067045,US
1992-03-01,Electric Power,Utilities,71.3212,US
1992-03-01,Electric Power Growth,Utilities Growth,-0.6012325685759046,US
1992-03-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,0.9213798275286234,US
1992-03-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,-1.0914521687545142,US
1992-03-01,Natural Gas,Utilities,86.3081,US
1992-03-01,Natural Gas Growth,Utilities Growth,1.0891539057979571,US
1992-03-01,Natural Gas 3mo3my Growth,Utilities 3mo3my Growth,2.4447963962960007,US
1992-03-01,Natural Gas 3mo3m Growth,Utilities 3mo3m Growth,-5.054303008129968,US
1992-04-01,Total Index,Total,62.9199,US
1992-04-01,Total Index Growth,Total Growth,0.7680936830860796,US
1992-04-01,Total Index 3mo3my Growth,Total 3mo3my Growth,1.7324116112644727,US
1992-04-01,Total Index 3mo3m Growth,Total 3mo3m Growth,1.025851545250589,US
1992-04-01,Final Products,Products,71.5453,US
1992-04-01,Final Products Growth,Products Growth,0.7460343164520378,US
1992-04-01,Final Products 3mo3my Growth,Products 3mo3my Growth,1.365763534489628,US
1992-04-01,Final Products 3mo3m Growth,Products 3mo3m Growth,0.8990529104339284,US
1992-04-01,Consumer Goods,Consumer Goods,81.7607,US
1992-04-01,Consumer Goods Growth,Consumer Goods Growth,0.9365189297561471,US
1992-04-01,Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,2.936349587046694,US
1992-04-01,Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,0.8684122063272515,US
1992-04-01,Durable Consumer Goods,Consumer Goods,60.0895,US
1992-04-01,Durable Consumer Goods Growth,Consumer Goods Growth,1.8585224373697915,US
1992-04-01,Durable Consumer Goods 3mo3my Growth,Consumer Goods 3mo3my Growth,9.466980700065086,US
1992-04-01,Durable Consumer Goods 3mo3m Growth,Consumer Goods 3mo3m Growth,2.9317517018578876,US
1992-04-01,Automotive Products,Consumer Goods,48.9753,US
1992-04-01,Automotive Products Growth,Consumer Goods Growth,2.0712149474276575,US
1992-04-01,Automotive Products 3mo3my Growth,Consumer Goods 3mo3my Growth,18.914955402581523,US
1992-04-01,Automotive Products 3mo3m Growth,Consumer Goods 3mo3m Growth,5.226492876673872,US
1992-04-01,Manufacturing Total,Manufacturing,54.0054,US
1992-04-01,Manufacturing Total Growth,Manufacturing Growth,0.7960223147545076,US
1992-04-01,Manufacturing Total 3mo3my Growth,Manufacturing 3mo3my Growth,2.1975464398450217,US
1992-04-01,Manufacturing Total 3mo3m Growth,Manufacturing 3mo3m Growth,1.1852257595361015,US
1992-04-01,Durable Manufacturing,Manufacturing,34.4015,US
1992-04-01,Durable Manufacturing Growth,Manufacturing Growth,0.6580525856872743,US
1992-04-01,Durable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,4.755855246253549,US
1992-04-01,Durable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,2.522699789708227,US
1992-04-01,Nondurable Manufacturing,Manufacturing,101.2835,US
1992-04-01,Nondurable Manufacturing Growth,Manufacturing Growth,0.18883676945691263,US
1992-04-01,Nondurable Manufacturing 3mo3my Growth,Manufacturing 3mo3my Growth,1.8170768415060048,US
1992-04-01,Nondurable Manufacturing 3mo3m Growth,Manufacturing 3mo3m Growth,0.7848513643728294,US
1992-04-01,Mining,Mining,84.3193,US
1992-04-01,Mining Growth,Mining Growth,1.145210317089029,US
1992-04-01,Mining 3mo3my Growth,Mining 3mo3my Growth,-3.506559021574296,US
1992-04-01,Mining 3mo3m Growth,Mining 3mo3m Growth,-0.639197144296022,US
1992-04-01,Electric and Gas Utilities,Utilities,74.9572,US
1992-04-01,Electric and Gas Utilities Growth,Utilities Growth,2.336516223455809,US
1992-04-01,Electric and Gas Utilities 3mo3my Growth,Utilities 3mo3my Growth,1.88432402873866,US
1992-04-01,Electric and Gas Utilities 3mo3m Growth,Utilities 3mo3m Growth,-0.04643402468935687,US
1992-04-01,Electric Power,Utilities,72.7065,US
1992-04-01,Electric Power Growth,Utilities Growth,1.9423397250747376,US
1992-04-01,Electric Power 3mo3my Growth,Utilities 3mo3my Growth,1.8209590069521164,US
1992-04-01,Electric Power 3mo3m Growth,Utilities 3mo3m Growth,0.2692367922253247,US
1992-04-01,Natural Gas,Utilities,90.3602,US
1992-04-01,Natural Gas Growth,Utilities Growth,4.694924346614071,US
